postal_code,locality,province,phone_prefix
1923,Barrio Obrero Berisso,Buenos Aires,
1607,Barrio Obrero Ferroviario,Buenos Aires,
1874,Barrio Obrero Villa Avellaneda,Buenos Aires,
7607,Barrio Oeste,Buenos Aires,
1761,Barrio Olaechea,Buenos Aires,
1763,Barrio Oro Verde,Buenos Aires,
1888,Barrio Palermo Chico,Buenos Aires,
6600,Barrio Pampa Chica,Buenos Aires,
1650,Barrio Para Jefes Y Oficiales General San Martin,Buenos Aires,
1686,Barrio Parada Gallo,Buenos Aires,
2900,Barrio Parque,Buenos Aires,
1613,Barrio Parque Alvear,Buenos Aires,
1832,Barrio Parque Baron,Buenos Aires,
7607,Barrio Parque Bristol,Buenos Aires,
7600,Barrio Parque Camet,Buenos Aires,223
1665,Barrio Parque El Ombu,Buenos Aires,
1856,Barrio Parque Ipona,Buenos Aires,
1667,Barrio Parque Kanmar,Buenos Aires,
7600,Barrio Parque La Florida,Buenos Aires,223
1663,Barrio Parque La Gloria,Buenos Aires,
1623,Barrio Parque Lambare,Buenos Aires,
7600,Barrio Parque Luro,Buenos Aires,223
1849,Barrio Parque Mariano Moreno,Buenos Aires,
8000,Barrio Parque Patagonia,Buenos Aires,291
1708,Barrio Parque Peluffo,Buenos Aires,
1669,Barrio Parque Pero,Buenos Aires,
1686,Barrio Parque Quirno,Buenos Aires,
1856,Barrio Parque Roma,Buenos Aires,
1744,Barrio Parque Sambrizzi,Buenos Aires,
1722,Barrio Parque San Martin,Buenos Aires,
1665,Barrio Parque San Miguel,Buenos Aires,
1828,Barrio Parque Union Y Fraternidad,Buenos Aires,
1876,Barrio Pasco,Buenos Aires,
7109,Barrio Pedro J. Rocco,Buenos Aires,
8000,Barrio Pedro Pico,Buenos Aires,291
7600,Barrio Pinares,Buenos Aires,223
1669,Barrio Pinazo,Buenos Aires,
1714,Barrio Pintemar,Buenos Aires,
1759,Barrio Pitaluga,Buenos Aires,
6600,Barrio Pozzi Y Pin,Buenos Aires,
1772,Barrio Presidente Sarmiento,Buenos Aires,
1772,Barrio Presidente Urquiza,Buenos Aires,
1825,Barrio Primavera,Buenos Aires,
7600,Barrio Primera Junta,Buenos Aires,223
1814,Barrio Primero De Mayo,Buenos Aires,
1804,Barrio Progreso,Buenos Aires,
1828,Barrio Provincias Unidas,Buenos Aires,
7600,Barrio Pueblo Nuevo,Buenos Aires,223
1713,Barrio Puente Roca,Buenos Aires,
1665,Barrio Pueyrredon,Buenos Aires,
1613,Barrio Quesada Pacheco,Buenos Aires,
1888,Barrio Residencial San Emilio,Buenos Aires,
1617,Barrio Residencial Estancia General Pacheco,Buenos Aires,
1617,Barrio Rodriguez,Buenos Aires,
8000,Barrio Rosario Sud,Buenos Aires,291
7630,Barrio Rosi,Buenos Aires,
1852,Barrio Sakura,Buenos Aires,
1881,Barrio San Agustin,Buenos Aires,
1629,Barrio San Alejo,Buenos Aires,
8000,Barrio San Blas,Buenos Aires,291
1765,Barrio San Carlos,Buenos Aires,
1834,Barrio San Cristobal,Buenos Aires,
1879,Barrio San Domingo,Buenos Aires,
1888,Barrio San Eduardo,Buenos Aires,
1759,Barrio San Enrique,Buenos Aires,
1834,Barrio San Fernando,Buenos Aires,
1708,Barrio San Francisco,Buenos Aires,
1651,Barrio San Ignacio De Loyola,Buenos Aires,
2800,Barrio San Jacinto,Buenos Aires,
1847,Barrio San Javier,Buenos Aires,
1849,Barrio San Lucas,Buenos Aires,
1665,Barrio San Luis,Buenos Aires,
1763,Barrio San Mariano,Buenos Aires,
8000,Barrio San Martin (Pdo. Bahia Blanca),Buenos Aires,291
7163,Barrio San Martin (Pdo.Gral. Madariaga),Buenos Aires,
1888,Barrio San Nicolas,Buenos Aires,
1862,Barrio San Pablo,Buenos Aires,
1776,Barrio San Sebastian,Buenos Aires,
1763,Barrio Santa Amelia,Buenos Aires,
1663,Barrio Santa Brigida,Buenos Aires,
1849,Barrio Santa Clara,Buenos Aires,
1615,Barrio Santa Lucia,Buenos Aires,
1862,Barrio Santa Magdalena,Buenos Aires,
1759,Barrio Santa Maria,Buenos Aires,
1665,Barrio Santa Paula,Buenos Aires,
1619,Barrio Santa Teresa,Buenos Aires,
1879,Barrio Santo Domingo,Buenos Aires,
1888,Barrio Santo Tomas,Buenos Aires,
1881,Barrio Santos Vega,Buenos Aires,
1849,Barrio Sanz,Buenos Aires,
1659,Barrio Sargento Cabral - Campo De Mayo,Buenos Aires,
1772,Barrio Satelite,Buenos Aires,
2901,Barrio Siderurgia,Buenos Aires,
1842,Barrio Siglo Xx,Buenos Aires,
1885,Barrio Sniafa,Buenos Aires,
1763,Barrio Sofia Bozan,Buenos Aires,
1804,Barrio Sol De Oro,Buenos Aires,
1663,Barrio Solar Del Norte,Buenos Aires,
2901,Barrio Somisa,Buenos Aires,
1807,Barrio Stella Maris,Buenos Aires,
2900,Barrio Super Usina,Buenos Aires,
1888,Barrio Techo Rojo,Buenos Aires,
7600,Barrio Tierra De Oro,Buenos Aires,223
2700,Barrio Trocha,Buenos Aires,
1617,Barrio Troncos Del Talar,Buenos Aires,
6000,Barrio U.O.C.R.A.,Buenos Aires,236
1825,Barrio Veintiseis De Abril,Buenos Aires,
1772,Barrio Vicente Lopez Y Planes,Buenos Aires,
1714,Barrio Villa Alberdi,Buenos Aires,
1665,Barrio Villa Altube,Buenos Aires,
1888,Barrio Villa Angelica,Buenos Aires,
1744,Barrio Villa Anita,Buenos Aires,
1759,Barrio Villa Carmen,Buenos Aires,
7109,Barrio Villa Clelia,Buenos Aires,
1746,Barrio Villa Escobar,Buenos Aires,
7000,Barrio Villa Gaucho,Buenos Aires,249
1826,Barrio Villa General Balcarce,Buenos Aires,
1713,Barrio Villa Haras Myriam,Buenos Aires,
1834,Barrio Villa La Paz,Buenos Aires,
1847,Barrio Villa Laura,Buenos Aires,
1613,Barrio Villa Magdalena,Buenos Aires,
7400,Barrio Villa Mailin,Buenos Aires,
1828,Barrio Villa Maipu,Buenos Aires,
1664,Barrio Villa Manuelita,Buenos Aires,
1842,Barrio Villa Maria,Buenos Aires,
1657,Barrio Villa Maria De Los Remedios De Escalada,Buenos Aires,
8000,Barrio Villa Muñiz,Buenos Aires,291
2804,Barrio Villa Nueva,Buenos Aires,
1825,Barrio Villa Ofelia,Buenos Aires,
6000,Barrio Villa Ortega,Buenos Aires,236
1640,Barrio Villa Primavera,Buenos Aires,
7260,Barrio Villa Saladillo,Buenos Aires,
6070,Barrio Villa Sesquicentenario,Buenos Aires,
1665,Barrio Vucetich,Buenos Aires,
1667,Barrio Yei-Pora,Buenos Aires,
1847,Barrio Zabala,Buenos Aires,
2900,Barrio Zona Super Usina,Buenos Aires,
7519,Barrow,Buenos Aires,
1911,Bertolome Bavio,Buenos Aires,
1636,Bartolome Mitre (Estacion Fcgm),Buenos Aires,
8107,Base Aeronaval Comandante Espora,Buenos Aires,
1919,Base Aeronaval De Punta Indio,Buenos Aires,
1929,Base Naval Rio Santiago,Buenos Aires,
8113,Baterias,Buenos Aires,
7540,Bathurst,Buenos Aires,
6643,Baudrix,Buenos Aires,
6078,Bayauca,Buenos Aires,
1643,Beccar,Buenos Aires,
1625,Belen De Escobar,Buenos Aires,
1661,Bella Vista Estafeta No.1,Buenos Aires,
1661,Bella Vista (Pdo. Gral. Sarmiento),Buenos Aires,
6535,Bellocq,Buenos Aires,
1621,Benavidez,Buenos Aires,
6332,Benitez,Buenos Aires,
7020,Benito Juarez,Buenos Aires,
1876,Bernal Estafeta No.1,Buenos Aires,
1876,Bernal Estafeta No.2,Buenos Aires,
1876,Bernal Estafeta No.5,Buenos Aires,
1884,Berazategui,Buenos Aires,
1884,Berazategui Estafeta No.1,Buenos Aires,
1884,Berazategui Estafeta No.2,Buenos Aires,
1884,Berazategui Estafeta No.3,Buenos Aires,
1884,Berazategui Estafeta No.4,Buenos Aires,
2743,Berdier,Buenos Aires,
7406,Bergamisqui,Buenos Aires,
1923,Berisso,Buenos Aires,
6071,Bermudez,Buenos Aires,
1876,Bernal,Buenos Aires,
1876,Bernal Estafeta No.3,Buenos Aires,
1876,Bernal Estafeta No.4,Buenos Aires,
1876,Bernal Estafeta No.6,Buenos Aires,
1876,Bernal Estafeta No.7,Buenos Aires,
1876,Bernal Estafeta No.8,Buenos Aires,
7313,Bernardo Vera Y Pintado,Buenos Aires,
8124,Berraondo,Buenos Aires,
6424,Berutti,Buenos Aires,
1808,Beveriri,Buenos Aires,
6561,Blancagrande,Buenos Aires,
6032,Blandengues,Buenos Aires,
6065,Blaquier,Buenos Aires,
6661,Blas Durañona,Buenos Aires,
2805,Blondeau,Buenos Aires,
1649,Boca Carabelas,Buenos Aires,
1649,Boca De La Cruz Colorada,Buenos Aires,
1649,Boca Del Arroyo Estudiante,Buenos Aires,
8504,Boca Del Rio Negro,Buenos Aires,
1649,Boca Del Toro,Buenos Aires,
6348,Bocayuva,Buenos Aires,
6550,Bolivar,Buenos Aires,
6439,Bonifacio,Buenos Aires,
7223,Bonnement (Apeadero Fcgr),Buenos Aires,
8187,Bordenave,Buenos Aires,
8000,Bordeu,Buenos Aires,291
1636,Borges,Buenos Aires,
7620,Bosch,Buenos Aires,
1889,Bosques,Buenos Aires,
1609,Boulogne,Buenos Aires,
1609,Boulogne Estafeta No.1,Buenos Aires,
1609,Boulogne Estafeta No.3,Buenos Aires,
1609,Boulogne Sur Mer,Buenos Aires,
6640,Bragado,Buenos Aires,
6640,Bragado Estafeta No.1,Buenos Aires,
6411,Bravo Del Dos,Buenos Aires,
1903,Buchanan,Buenos Aires,
1870,Bullrich,Buenos Aires,
1852,Burzaco,Buenos Aires,
1852,Burzaco Estafeta No.1,Buenos Aires,
1852,Burzaco Estafeta No.2,Buenos Aires,
1834,Cabaña Spindola,Buenos Aires,
8134,Cabeza De Buey,Buenos Aires,
8118,Cabildo,Buenos Aires,
8118,Cabo Corrientes,Buenos Aires,
7214,Cachari,Buenos Aires,
6535,Cadret,Buenos Aires,
6339,Cailomuta,Buenos Aires,
8101,Calderon,Buenos Aires,
7400,Calera Avellaneda (Desvio Particular Fcgr.),Buenos Aires,
7613,Calfucura,Buenos Aires,
8154,Calvo,Buenos Aires,
7116,Camaron Chico,Buenos Aires,
6516,Cambaceres (Pdo. 9 De Julio),Buenos Aires,
7612,Camet,Buenos Aires,
7300,Caminera Azul,Buenos Aires,
7020,Caminera Juarez,Buenos Aires,
6700,Caminera Lujan,Buenos Aires,
7007,Caminera Napaleofu,Buenos Aires,
7130,Caminera Samborombon,Buenos Aires,
2900,Caminera San Nicolas,Buenos Aires,
1890,Camino Gral.Belgrano (Km.31 Al 35),Buenos Aires,
7613,Campamento,Buenos Aires,
2804,Campana,Buenos Aires,
2804,Campana Estafeta No.1,Buenos Aires,
2915,Campo Aguirrezabala,Buenos Aires,
6474,Campo Aristimuño,Buenos Aires,
2700,Campo Buena Vista,Buenos Aires,
6015,Campo Coliqueo,Buenos Aires,
2754,Campo Crisol,Buenos Aires,
1659,Campo De Mayo,Buenos Aires,
8185,Campo Del Norte Americano,Buenos Aires,
7247,Campo Funcke,Buenos Aires,
2752,Campo La Elisa,Buenos Aires,
8150,Campo La Lima,Buenos Aires,
2764,Campo La Nena,Buenos Aires,
7623,Campo La Plata,Buenos Aires,
6015,Campo La Tribu,Buenos Aires,
8185,Campo La Zulema,Buenos Aires,
7623,Campo Leite,Buenos Aires,
8185,Campo Los Aromos,Buenos Aires,
1623,Campo Pelaez,Buenos Aires,
7303,Campo Rojas,Buenos Aires,
8185,Campo San Juan,Buenos Aires,
7305,Campodonico,Buenos Aires,
1625,Campomar (Viñedo),Buenos Aires,
2903,Campos Salles,Buenos Aires,
6700,Cañada De Arias,Buenos Aires,
6625,Cañada La Rica,Buenos Aires,
8183,Cañada Mariano (Embarcadero Fcdfs),Buenos Aires,
2740,Cañada Marta,Buenos Aires,
8504,Cañada Querencia,Buenos Aires,
6105,Cañada Seca,Buenos Aires,
7101,Canal 15,Buenos Aires,
1649,Canal Tres,Buenos Aires,
1649,Canal A,Buenos Aires,
1649,Canal C,Buenos Aires,
1649,Canal Cinco,Buenos Aires,
1649,Canal Cuatro,Buenos Aires,
1625,Canal De Reunion,Buenos Aires,
1649,Canal De La Serna,Buenos Aires,
1649,Canal Del Este,Buenos Aires,
1649,Canal Dos,Buenos Aires,
1649,Canal Gobernador Arana,Buenos Aires,
1649,Canal Gobernador Arias,Buenos Aires,
1649,Canal Gobernador De La Serna,Buenos Aires,
1649,Canal Hambrientos,Buenos Aires,
1649,Canal Honda,Buenos Aires,
1649,Canal Laurentino Comas,Buenos Aires,
2805,Canal Leandro N. Alem 1A. Seccion,Buenos Aires,
2805,Canal Leandro N. Alem 2A. Seccion,Buenos Aires,
2800,Canal Martin Irigoyen,Buenos Aires,
1649,Canal No.1,Buenos Aires,
1649,Canal No.2,Buenos Aires,
1649,Canal No.3,Buenos Aires,
1649,Canal No.4,Buenos Aires,
1649,Canal No.5,Buenos Aires,
1649,Canal Picardo,Buenos Aires,
1649,Canal Union,Buenos Aires,
1649,Canal Uno,Buenos Aires,
1649,Canal Urion,Buenos Aires,
1649,Canal Villanueva,Buenos Aires,
1987,Cancha Del Pollo,Buenos Aires,
7153,Cangallo,Buenos Aires,
1804,Canning,Buenos Aires,
8185,Canonigo Gorriti,Buenos Aires,
7000,Cantera Albion,Buenos Aires,249
7000,Cantera La Federacion,Buenos Aires,249
7000,Cantera San Luis,Buenos Aires,249
7401,Canteras De Gregorini,Buenos Aires,
1814,Cañuelas,Buenos Aires,
1814,Cañuelas Estafeta No.1,Buenos Aires,
6612,Capdepont,Buenos Aires,
2812,Capilla,Buenos Aires,
1888,Capilla De Los Ingleses,Buenos Aires,
2812,Capilla Del Señor,Buenos Aires,
6461,Capitan Castro,Buenos Aires,
1661,Capitan Lozano (Apeadero Fcgu),Buenos Aires,
2752,Capitan Sarmiento,Buenos Aires,
2703,Carabelas,Buenos Aires,
1605,Carapachay,Buenos Aires,
1822,Caraza,Buenos Aires,
8506,Cardenal Cagliero,Buenos Aires,
6430,Carhue,Buenos Aires,
7119,Cari Larquea,Buenos Aires,
7247,Carlos Beguerie,Buenos Aires,
6530,Carlos Casares,Buenos Aires,
6701,Carlos Keen,Buenos Aires,
2812,Carlos Lemee,Buenos Aires,
6515,Carlos Maria Naon,Buenos Aires,
6453,Carlos Salas,Buenos Aires,
1812,Carlos Spegazzini,Buenos Aires,
6455,Carlos Tejedor,Buenos Aires,
1886,Carlos T. Sourigues,Buenos Aires,
6725,Carmen De Areco,Buenos Aires,
8504,Carmen De Patagones,Buenos Aires,
1808,Carriquiborde,Buenos Aires,
7225,Casalins,Buenos Aires,
6417,Casbas,Buenos Aires,
7547,Cascada,Buenos Aires,
1678,Caseros Estafeta No.1,Buenos Aires,
1678,Caseros Sucursal No.1,Buenos Aires,
1678,Caseros (Pdo. 3 De Febrero),Buenos Aires,
6417,Casey,Buenos Aires,
1712,Castelar,Buenos Aires,
7114,Castelli,Buenos Aires,
6616,Castilla,Buenos Aires,
7265,Cazon,Buenos Aires,
6535,Centenario,Buenos Aires,
7114,Central Guerrero,Buenos Aires,
1893,Centro Agricola El Pato,Buenos Aires,
6237,Cerrito,Buenos Aires,
7403,Cerro Aguila,Buenos Aires,
7101,Cerro De La Gloria,Buenos Aires,
7000,Cerro De Los Leones,Buenos Aires,249
7001,Cerro Leones,Buenos Aires,
7403,Cerro Negro,Buenos Aires,
7403,Cerro Sotuyo,Buenos Aires,
1900,Circunvalacion,Buenos Aires,221
1896,City Bell,Buenos Aires,
1896,City Bell Estafeta No. 1,Buenos Aires,
1650,Ciudad Del Libertador Gral. San Martin,Buenos Aires,
1778,Ciudad General Martin Miguel De Guemes,Buenos Aires,
1778,Ciudad General Martin Miguel De Guemes Estafeta No. 3,Buenos Aires,
1702,Ciudadela,Buenos Aires,
1702,Ciudadela Estafeta No.1,Buenos Aires,
1702,Ciudadela Estafeta No.2,Buenos Aires,
1702,Ciudadela Estafeta No.3,Buenos Aires,
1702,Ciudadela Estafeta No.4,Buenos Aires,
7005,Claraz,Buenos Aires,
7505,Claromeco,Buenos Aires,
7515,Claudio C. Molina,Buenos Aires,
7163,Claverie,Buenos Aires,
1849,Claypole,Buenos Aires,
1849,Claypole Estafeta No.1,Buenos Aires,
7612,Cobo,Buenos Aires,
8118,Cochrane,Buenos Aires,
2752,Colegio San Pablo,Buenos Aires,
6743,Coliqueo,Buenos Aires,
7201,Colman,Buenos Aires,
2720,Colon,Buenos Aires,
6034,Colonia Alberdi,Buenos Aires,
8142,Colonia Barga,Buenos Aires,
6441,Colonia Baron Hirsch,Buenos Aires,
1921,Colonia Beethoven,Buenos Aires,
8136,Colonia Cuarenta Y Tres,Buenos Aires,
7609,Colonia De Vacaciones Chapadmalal,Buenos Aires,
1874,Costa De Villa Dominico,Buenos Aires,
8180,Colonia Doctor Gobernador Udaondo,Buenos Aires,
6403,Colonia El Balde,Buenos Aires,
8142,Colonia El Guanaco,Buenos Aires,
7136,Colonia Escuela Argentina,Buenos Aires,
7172,Colonia Ferrari,Buenos Aires,
7318,Colonia Hinojo,Buenos Aires,
8181,Colonia Hipolito Yrigoyen,Buenos Aires,
1727,Colonia Hogar Ricardo Gutierrez,Buenos Aires,
6567,Colonia Inchausti,Buenos Aires,
8136,Colonia Juan Couste,Buenos Aires,
2905,Colonia La Alicia,Buenos Aires,
1888,Colonia La Capilla,Buenos Aires,
8136,Colonia La Catalina,Buenos Aires,
8508,Colonia La Celina,Buenos Aires,
6531,Colonia La Esperanza,Buenos Aires,
8185,Colonia La Estela,Buenos Aires,
8185,Colonia La Estrella,Buenos Aires,
8142,Colonia La Graciela,Buenos Aires,
2751,Colonia La Invernada,Buenos Aires,
8105,Colonia La Merced,Buenos Aires,
2751,Colonia La Nena,Buenos Aires,
2751,Colonia La Noria,Buenos Aires,
2751,Colonia La Reina,Buenos Aires,
1802,Colonia La Valentina,Buenos Aires,
2711,Colonia La Vanguardia,Buenos Aires,
8183,Colonia La Vascongada,Buenos Aires,
2751,Colonia Labordeboy,Buenos Aires,
8185,Colonia Lapin,Buenos Aires,
1763,Colonia Las Mercedes,Buenos Aires,
6513,Colonia Las Yescas,Buenos Aires,
8185,Colonia Leven,Buenos Aires,
8142,Colonia Los Alamos,Buenos Aires,
6018,Colonia Los Bosques,Buenos Aires,
1802,Colonia Los Chivatos,Buenos Aires,
6007,Colonia Los Hornos,Buenos Aires,
6018,Colonia Los Huesos,Buenos Aires,
2751,Colonia Los Toldos,Buenos Aires,
2760,Colonia Los Tres Ustaris,Buenos Aires,
6531,Colonia Mauricio,Buenos Aires,
8508,Colonia Miguel Esteverena,Buenos Aires,
8144,Colonia Monte La Plata,Buenos Aires,
6341,Colonia Murature,Buenos Aires,
6708,Colonia Nacional De Alienados,Buenos Aires,
1727,Colonia Nacional De Menores,Buenos Aires,
6341,Colonia Naveira,Buenos Aires,
7318,Colonia Nieves,Buenos Aires,
7541,Colonia No. 1 (Coronel Suarez),Buenos Aires,
7541,Colonia No. 3 (Coronel Suarez),Buenos Aires,
8134,Colonia Ocampo,Buenos Aires,
6643,Colonia Palantelen,Buenos Aires,
8185,Colonia Phillipson No. 1,Buenos Aires,
1763,Colonia Pontevedra,Buenos Aires,
8144,Colonia Pueblo Ruso,Buenos Aires,
7318,Colonia Rusa,Buenos Aires,
6646,Colonia San Eduardo,Buenos Aires,
2703,Colonia San Fermin,Buenos Aires,
8164,Colonia San Martin,Buenos Aires,
7403,Colonia San Miguel,Buenos Aires,
8164,Colonia San Pedro,Buenos Aires,
6437,Colonia San Ramon,Buenos Aires,
6535,Colonia Santa Maria,Buenos Aires,
8185,Colonia Santa Mariana,Buenos Aires,
1816,Colonia Santa Rosa (Pdo. Cañuelas),Buenos Aires,
8185,Colonia Sapin,Buenos Aires,
6459,Colonia Sere,Buenos Aires,
2751,Colonia Stegman,Buenos Aires,
8142,Colonia Tapatta,Buenos Aires,
2933,Colonia Velaz,Buenos Aires,
6628,Colonia Zambungo,Buenos Aires,
6601,Comahue Oeste,Buenos Aires,
7135,Comandante Giribone,Buenos Aires,
7603,Comandante Nicanor Otamendi,Buenos Aires,
6641,Comodoro Py,Buenos Aires,
6233,Condarco,Buenos Aires,
2907,Conesa,Buenos Aires,
7639,Cooper,Buenos Aires,
7511,Copetonas,Buenos Aires,
6465,Coraceros,Buenos Aires,
6405,Corazzi,Buenos Aires,
6507,Corbett,Buenos Aires,
7208,Coronel Boerr,Buenos Aires,
1980,Coronel Brandsen,Buenos Aires,
1980,Coronel Brandsen Estafeta No.1,Buenos Aires,
1980,Coronel Brandsen Estafeta No.2,Buenos Aires,
6223,Coronel Charlone,Buenos Aires,
8150,Coronel Dorrego,Buenos Aires,
8118,Coronel Falcon,Buenos Aires,
1672,Coronel Francisco Linch,Buenos Aires,
6062,Coronel Granada,Buenos Aires,
2747,Coronel Isleño,Buenos Aires,
8000,Coronel Maldonado,Buenos Aires,291
6555,Coronel Marcelino Freyre,Buenos Aires,
6533,Coronel Martinez De Hoz,Buenos Aires,
6628,Coronel Mom,Buenos Aires,
7530,Coronel Pringles,Buenos Aires,
7313,Coronel Rodolfo Bunge,Buenos Aires,
6628,Coronel Segui,Buenos Aires,
7540,Coronel Suarez,Buenos Aires,
7174,Coronel Vidal,Buenos Aires,
8118,Corti,Buenos Aires,
6712,Cortines,Buenos Aires,
7112,Costa Azul,Buenos Aires,
3445,Costa Bonita,Buenos Aires,
2914,Costa Brava,Buenos Aires,
1872,Costa De Sarandi,Buenos Aires,
7305,Covello,Buenos Aires,
7503,Cristiano Muerto,Buenos Aires,
1913,Cristino Benavidez,Buenos Aires,
7307,Crotto,Buenos Aires,
1870,Crucecita,Buenos Aires,
7225,Cuartel 5O.,Buenos Aires,
7136,Cuartel 6O.,Buenos Aires,
7135,Cuartel 8O.,Buenos Aires,
7116,Cuartel 9O.,Buenos Aires,
1649,Cuarteles Carabelas,Buenos Aires,
6700,Cuartel Iv,Buenos Aires,
1987,Cuartel Llo.,Buenos Aires,
8105,Cuatreros,Buenos Aires,
1649,Cuatro Bocas,Buenos Aires,
2707,Cuatro De Noviembre,Buenos Aires,
6723,Cucullu,Buenos Aires,
6746,Cucha Cucha,Buenos Aires,
6231,Cuenca,Buenos Aires,
7263,Cumbeao,Buenos Aires,
6451,Curaru,Buenos Aires,
7548,Cura-Malal,Buenos Aires,
7548,Curumalan,Buenos Aires,
6740,Chacabuco,Buenos Aires,
2700,Chacra Experimental,Buenos Aires,
7163,Chaja,Buenos Aires,
7406,Chala Quilca,Buenos Aires,
6017,Chancay,Buenos Aires,
7605,Chapadmalal,Buenos Aires,
7203,Chapaleofu,Buenos Aires,
7020,Chapar,Buenos Aires,
7223,Chas,Buenos Aires,
7130,Chascomus,Buenos Aires,
7130,Chascomus Estafeta No.1,Buenos Aires,
7130,Chascomus Estafeta No.2,Buenos Aires,
7130,Chascomus Estafeta No.3,Buenos Aires,
8117,Chasico,Buenos Aires,
2764,Chenaut,Buenos Aires,
6476,Chiclana,Buenos Aires,
7311,Chillar,Buenos Aires,
6620,Chivilcoy,Buenos Aires,
6620,Chivilcoy Estafeta No.1,Buenos Aires,
6620,Chivilcoy Estafeta No.2,Buenos Aires,
6620,Chivilcoy Estafeta No.3,Buenos Aires,
6620,Chivilcoy Estafeta No.4,Buenos Aires,
6620,Chivilcoy Estafeta No.5,Buenos Aires,
6620,Chivilcoy Estafeta No.7,Buenos Aires,
1649,Chaña-Mini,Buenos Aires,
8117,Choique,Buenos Aires,
6341,Chopi Talo,Buenos Aires,
6555,Daireaux,Buenos Aires,
1901,Dalmiro Saenz (Apeadero Fcgb),Buenos Aires,
8183,Darregueira,Buenos Aires,
6348,De Bary,Buenos Aires,
6031,De Bruyn,Buenos Aires,
7013,De La Canal,Buenos Aires,
7515,De La Garma,Buenos Aires,
7521,Deferrari,Buenos Aires,
7265,Del Carril,Buenos Aires,
6509,Del Valle,Buenos Aires,
1669,Del Viso,Buenos Aires,
1669,Del Viso Estafeta No.1,Buenos Aires,
8185,Delfin Huergo,Buenos Aires,
6007,Delgado,Buenos Aires,
6516,Dennehy,Buenos Aires,
7531,Despeñaderos,Buenos Aires,
1925,Destileria Fiscal,Buenos Aires,
6031,Desvio El Chingolo,Buenos Aires,
6503,Desvio Kilometro 234,Buenos Aires,
8109,Desvio Sandrini,Buenos Aires,
7313,Dieciseis De Julio,Buenos Aires,
8129,Diecisiete De Agosto,Buenos Aires,
2812,Diego Gaynor,Buenos Aires,
7603,Dionisia,Buenos Aires,
1623,Dique Lujan,Buenos Aires,
1900,Dique No. 1,Buenos Aires,221
2701,Doce De Agosto,Buenos Aires,
6501,Doce De Octubre,Buenos Aires,
1925,Dock Central,Buenos Aires,
1871,Dock Sud,Buenos Aires,
1644,Doctor Albert Schweitzer (Parada Fcgm),Buenos Aires,
1602,Doctor Antonio Cetrangolo (Parada Fcgm),Buenos Aires,
6708,Doctor Domingo Cabred,Buenos Aires,
7212,Doctor Domingo Harosteguy,Buenos Aires,
1894,Doctor Ricardo Levene,Buenos Aires,
1617,Doctor Ricardo Rojas,Buenos Aires,
7100,Dolores,Buenos Aires,
7100,Dolores Estafeta No.1,Buenos Aires,
7100,Dolores Estafeta No.2,Buenos Aires,
1706,Domingo Faustino Sarmiento,Buenos Aires,
1984,Domselaar,Buenos Aires,
1876,Don Bosco,Buenos Aires,
7135,Don Cipriano,Buenos Aires,
1611,Don Torcuato,Buenos Aires,
1611,Don Torcuato Estafeta No.1,Buenos Aires,
1611,Don Torcuato Estafeta No.2,Buenos Aires,
7116,Don Vicente,Buenos Aires,
6042,Dos Hermanos,Buenos Aires,
7007,Dos Naciones,Buenos Aires,
2935,Doyle,Buenos Aires,
6242,Drabble,Buenos Aires,
6455,Drysdale,Buenos Aires,
8170,Ducos,Buenos Aires,
6505,Dudignac,Buenos Aires,
8164,Dufaur,Buenos Aires,
2764,Duggan,Buenos Aires,
6405,Duhau,Buenos Aires,
7401,Durañona,Buenos Aires,
6050,Dussaud,Buenos Aires,
7541,D'Orbigny,Buenos Aires,
6030,Edmundo B. Perkins (Estacion Fcgsm),Buenos Aires,
6064,Eduardo Costa,Buenos Aires,
7013,Egaña,Buenos Aires,
1686,Ejercito De Los Andes (Parada Fcgu),Buenos Aires,
7225,El Alba,Buenos Aires,
2721,El Arbolito,Buenos Aires,
8504,El Bagual,Buenos Aires,
7305,El Bañado,Buenos Aires,
7507,El Bombero,Buenos Aires,
7601,El Boqueron,Buenos Aires,
6537,El Camoati,Buenos Aires,
7135,El Carbon,Buenos Aires,
7203,El Carmen De Langueyu,Buenos Aires,
1907,El Carmen (Pdo. La Plata),Buenos Aires,
6537,El Carpincho,Buenos Aires,
7500,El Carretero,Buenos Aires,
1649,El Correntoso,Buenos Aires,
8117,El Corta Pie,Buenos Aires,
7503,El Cristiano,Buenos Aires,
1665,El Cruce,Buenos Aires,
7163,El Chaja,Buenos Aires,
7007,El Cheique,Buenos Aires,
7263,El Chumbiao,Buenos Aires,
2935,El Descanso,Buenos Aires,
7116,El Destino,Buenos Aires,
7531,El Divisorio,Buenos Aires,
6031,El Dorado,Buenos Aires,
1735,El Durazno,Buenos Aires,
1617,El Embrujo,Buenos Aires,
2946,El Espinillo,Buenos Aires,
7130,El Eucaliptus,Buenos Aires,
2804,El Fenix,Buenos Aires,
7000,El Gallo,Buenos Aires,249
1748,El Granadero,Buenos Aires,
7200,El Gualicho,Buenos Aires,
